,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
640,120,RL,62.0,12677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,300,GasA,Ex,Y,SBrkr,0,0,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,588,TA,TA,Y,0,NA,NA,WD,Normal,21.0,16,21,4554,325
1320,20,RL,70.0,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,Hip,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,628,GasA,Gd,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,442,TA,TA,Y,0,NA,NA,WD,Normal,67.0,15,67,4434,330
1227,20,RL,72.0,8872,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,317,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,32.0,16,59,2736,240
904,20,RL,70.01929530201342,6173,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,277,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,0,MnPrv,NA,WD,Normal,57.0,17,57,2680,0
172,160,RL,44.0,5306,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,354,GasA,Gd,Y,SBrkr,703,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,504,Gd,TA,Y,0,NA,NA,WD,Normal,37.0,18,37,3895,476
452,60,RL,70.01929530201342,9303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,130,GasA,Ex,Y,SBrkr,868,1,0,2,1,3,1,TA,7,Typ,0,NA,Attchd,Fin,2,422,TA,TA,Y,0,NA,NA,WD,Normal,28.0,17,28,3516,266
125,190,RM,60.0,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1982,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,30,GasA,Gd,N,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,18,89,1794,53
928,20,RL,70.01929530201342,11838,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1753,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,RFn,2,522,TA,TA,Y,0,NA,NA,WD,Normal,23.0,15,23,5329,353
533,20,RL,50.0,5000,Pave,NA,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1950,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Fa,Fa,Slab,NA,NA,NA,NA,0,NA,0,GasA,Fa,N,FuseF,0,0,0,1,0,1,1,Fa,2,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,17,78,668,0
861,190,RL,75.0,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,HdBoard,NA,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,198,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,504,TA,TA,Y,0,NA,NA,WD,Normal,59.0,14,59,3117,0
717,20,RL,80.0,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,2000,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,92,GasA,Gd,Y,SBrkr,0,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,Unf,2,439,TA,TA,Y,0,MnPrv,NA,WD,Normal,51.0,16,51,3532,224
90,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,TA,Y,FuseA,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,420,TA,TA,Y,0,NA,NA,WD,Normal,74.0,18,74,2080,29
1413,20,RL,88.0,10994,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976,Unf,868,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,620,TA,TA,Y,0,NA,NA,COD,Abnorml,19.0,15,19,5532,209
181,70,RL,54.0,7588,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1950,Gable,CompShg,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,441,GasA,Gd,Y,SBrkr,901,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,1,216,Fa,TA,Y,0,NA,NA,WD,Normal,104.0,18,104,3496,40
1280,20,RL,67.0,9808,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,785,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,544,TA,TA,Y,0,NA,NA,WD,Normal,22.0,15,22,4719,72
790,120,RL,43.0,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,1129,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,397,TA,TA,Y,0,NA,NA,WD,Normal,19.0,15,19,3435,116
416,60,RL,74.0,7844,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,463,GasA,TA,Y,SBrkr,728,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,0,NA,NA,WD,Normal,46.0,18,46,2744,0
252,60,RL,65.0,8366,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,798,GasA,Ex,Y,SBrkr,842,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,520,TA,TA,Y,0,NA,NA,WD,Normal,20.0,16,20,3236,183
69,50,RL,81.0,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,NA,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,GasW,TA,Y,SBrkr,983,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,TA,Y,0,NA,NA,WD,Normal,71.0,18,71,4895,135
807,70,RL,144.0,21384,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,2004,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,15,GasA,Ex,Y,SBrkr,504,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,0,NA,NA,WD,Normal,101.0,15,101,3972,312
131,60,RL,70.01929530201342,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,297,GasA,Ex,Y,SBrkr,1032,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,2,390,TA,TA,Y,0,NA,NA,WD,Normal,24.0,15,24,4068,72
301,60,RL,66.0,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,747,GasA,Ex,Y,SBrkr,1242,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,Fin,2,683,TA,TA,Y,0,NA,NA,WD,Normal,26.0,17,26,4690,258
975,160,FV,70.01929530201342,2651,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641,Unf,32,GasA,Ex,Y,SBrkr,709,1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,Unf,2,490,TA,TA,Y,0,NA,NA,WD,Normal,24.0,18,24,2728,203
327,20,RL,80.0,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,818,GasA,TA,Y,SBrkr,0,0,0,1,1,3,1,TA,7,Typ,0,NA,Attchd,RFn,1,292,TA,TA,Y,0,NA,NA,WD,Normal,64.0,18,64,4149,45
1427,50,RL,60.0,10930,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,580,Unf,333,GasA,TA,Y,FuseA,510,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,1,288,TA,TA,Y,0,NA,NA,WD,Normal,62.0,16,79,3519,0
1099,20,RL,82.0,11880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,567,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,478,TA,TA,Y,0,NA,NA,COD,Abnorml,46.0,15,46,4473,0
501,60,FV,75.0,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,466,GasA,Gd,Y,SBrkr,902,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,603,TA,TA,Y,0,NA,NA,WD,Normal,19.0,16,19,3500,108
964,60,RL,80.0,11316,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624,Unf,193,GasA,Ex,Y,SBrkr,1070,1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,510,TA,TA,Y,0,NA,NA,WD,Normal,22.0,14,22,3535,40
836,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1973,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,1221,GasA,Gd,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Min2,0,NA,Detchd,Unf,2,812,TA,TA,Y,0,GdWo,NA,COD,Normal,76.0,17,76,4677,346
366,20,RL,70.01929530201342,9500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,785,GasA,Gd,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,514,TA,TA,Y,0,NA,NA,WD,Normal,61.0,15,61,4182,261
497,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,697,GasA,Ex,Y,SBrkr,687,1,0,2,0,4,1,TA,8,Typ,0,NA,Detchd,Unf,1,240,TA,TA,N,0,GdPrv,NA,WD,Normal,99.0,16,99,3979,100
1360,70,RL,51.0,9842,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1998,Gable,CompShg,MetalSd,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,612,GasA,Ex,Y,SBrkr,1611,0,0,3,1,4,1,TA,8,Typ,0,NA,BuiltIn,RFn,2,621,TA,TA,Y,0,NA,NA,WD,Normal,26.0,16,103,4203,484
340,60,RL,85.0,14191,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,967,GasA,Ex,Y,SBrkr,915,0,0,2,1,4,1,Gd,9,Typ,0,NA,Attchd,Fin,2,431,TA,TA,Y,0,NA,NA,WD,Normal,22.0,14,22,3868,135
423,60,RL,80.0,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,484,GasA,Gd,Y,SBrkr,1160,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,3,696,TA,TA,Y,0,NA,NA,WD,Normal,26.0,16,26,5570,66
164,40,RM,40.0,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,2004,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,779,GasA,Gd,Y,FuseA,467,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,1,216,TA,TA,Y,0,NA,NA,WD,Normal,98.0,17,98,3914,183
28,20,RL,47.0,16321,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1997,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,207,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,RFn,1,319,TA,TA,Y,0,NA,NA,WD,Normal,67.0,18,67,4684,546
518,60,RL,70.01929530201342,9531,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,88,GasA,Ex,Y,SBrkr,914,1,0,2,1,3,1,TA,7,Typ,0,NA,Attchd,RFn,2,546,TA,TA,Y,0,MnPrv,NA,WD,Normal,26.0,17,26,3472,36
193,160,RM,24.0,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,GasA,Ex,Y,SBrkr,739,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,Unf,2,380,TA,TA,Y,0,NA,NA,WD,Normal,20.0,18,20,3649,40
921,90,RL,67.0,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,2003,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084,Unf,188,GasA,Gd,Y,SBrkr,928,2,0,2,2,4,2,TA,9,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,GdPrv,NA,WD,Normal,-1.0,16,124,4744,70
1327,20,RL,60.0,6600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,2008,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,175,GasA,Ex,Y,SBrkr,0,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,Unf,1,264,TA,TA,Y,0,MnPrv,NA,WD,Normal,42.0,16,42,2448,0
1326,30,RH,70.0,4270,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,2006,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,17,93,2092,286
169,20,RL,70.01929530201342,16669,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1686,GasA,TA,Y,SBrkr,0,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,511,TA,TA,Y,0,NA,NA,WD,Normal,43.0,18,43,5100,638
167,60,RL,86.0,10562,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,294,GasA,Ex,Y,SBrkr,551,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,789,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,17,5353,298
656,20,RL,72.0,10007,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,247,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,Gd,5,Typ,0,NA,Attchd,RFn,1,312,TA,TA,Y,0,MnPrv,NA,WD,Normal,65.0,16,65,3159,0
173,20,RL,80.0,10197,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,700,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,504,TA,TA,Y,0,NA,NA,COD,Normal,63.0,16,63,4086,20
520,190,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,2000,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,NA,NA,NA,NA,0,NA,0,GasA,TA,N,FuseA,600,0,0,2,0,3,2,TA,7,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,16,124,1988,544
1180,60,RL,70.01929530201342,11170,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,GasA,Ex,Y,SBrkr,1216,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,Fin,2,693,TA,TA,Y,0,GdPrv,NA,WD,Normal,34.0,18,34,5028,0
1026,20,RL,73.0,9300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,571,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,461,TA,TA,Y,0,NA,NA,WD,Normal,64.0,14,64,3796,143
493,20,RL,70.0,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,Gable,CompShg,BrkFace,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,363,GasA,TA,Y,FuseA,0,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1,308,TA,TA,Y,0,NA,NA,WD,Normal,60.0,16,64,3807,0
73,20,RL,85.0,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,404,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,490,TA,TA,Y,0,GdWo,NA,WD,Normal,35.0,14,70,3258,0
1218,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1950,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,Gd,N,SBrkr,240,0,0,1,0,2,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,18,77,1584,0
590,60,RL,64.0,8320,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,280,GasA,Ex,Y,SBrkr,812,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,520,TA,TA,Y,0,NA,NA,WD,Normal,20.0,16,20,3122,45
754,20,RL,61.0,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,2005,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,115,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,RFn,2,440,TA,TA,Y,0,NA,NA,WD,Normal,55.0,15,55,3078,219
661,60,RL,52.0,46589,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,Rec,88,GasA,Ex,Y,SBrkr,762,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,711,TA,TA,Y,0,NA,NA,WD,Normal,30.0,15,30,5763,593
846,60,RL,75.0,9317,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,227,GasA,Ex,Y,SBrkr,769,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2,425,TA,TA,Y,0,NA,NA,WD,Normal,31.0,15,31,3521,498
235,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,125,GasA,TA,Y,SBrkr,504,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,264,TA,TA,Y,0,NA,NA,WD,Normal,53.0,16,53,1953,0
736,90,RL,60.0,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Stone,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,GasA,Gd,N,FuseF,0,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,Unf,2,400,TA,TA,Y,0,NA,NA,WD,Normal,75.0,18,74,2080,0
214,60,RL,70.01929530201342,10900,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,311,GasA,Ex,Y,SBrkr,703,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,299,TA,TA,Y,0,MnPrv,Shed,WD,Normal,47.0,14,47,2770,36
